	Column1	query	text_id	hit_id	left	hit	right	LABEL	AGENCY	DOMAIN	REAL_AGENCY	BENEFICIARY	letter_id	period	year_of_writing	authenticity	relation	author_name	author_gender	author_relation_to_recipient	author_year_of_birth	author_age	recip_name	recip_gender	recip_relation_to_addressee	recip_year_of_birth	recip_age	CORRESPONDENCE	DECADE	Kolom1	query_standardised
14452	37486	god	PASTON_055	PASTON_055.216_216	fore sauacion of +te goodys of +te dede better it were to tak sum trete` +tan to $suffer +te goodys thus to be <P_I,203> lost . Also , +Geluerton hathe ben at all +te tenauntys in Sowthewerk and chargid hem to pay no mony but to hym . Also , the Kyng hathe ben in Glowceterschere and pwnyssede hijs rebellious a-+gens +te lawe , and so he entendithe to doo in Norfolk , and after +tat in odere contreez .	God	+geue grasse and good spede in hijs jornay . No more , but I pray Gode haue +gow in hijs kepyng . Wretyn on Hasse Wednysday in haste . Also , I pray +gou send me xl s. +tat I tok Jamez Gressam and John Pampyng fore +gowre materys . Also , there is no man +tat hathe contentyd ony thyng in +te Kyngys Benche of all thijs term for +gour materys , and +tat makythe the clerkys and	BODY	PRAYER	TRAVEL	GOD	OH	PASTON_055	M4	1464.0	AUTOGRAPH	FAMILY_NUCLEAR	CLEMENT_PASTON_I	MALE	BROTHER	1442	22	JOHN_PASTON_I	MALE	BROTHER	1421	43	PASTON	1460	55.0	GOD
14512	37546	god	PASTON_063	PASTON_063.1488_1488	moche hurt to +gou as +tei were commawndyd to don . Rabert Laverawns is wele amendyd and I hope xall recure . He seyth pleynly he wyl compleyn of his hurt , and I suppose Bek wyl compleyn also , as he hath cause . Bek and Purry dare not abyd att hom tyl +tei here o+ter tydyngys . I wold not Jon of Damme xuld com hom tyl +te cuntre` be storyd o+terwyse +tan it is . I pray	Godde	grawnt +tat it mot sone ben o+terwyse +tan it is . I pray +gou hertyly +tat +ge wil send me wurd how +ge don and how +ge spede in +gowr materis , for be my trowth I kan not ben wel att ese in my hert , ner not xal ben , tyl I here tydyngys hw +ge don . +Te most part of +gowr stuff +tat was at Gressam is sold and +govyn away . Barow and his	BODY	PRAYER	EPIDEMICS	GOD	WRITER	PASTON_063	M4	1449.0	COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_	JOHN_PASTON_I	MALE	HUSBAND	1421	28	PASTON	1440	63.0	GOD
14519	37553	god	PASTON_063	PASTON_063.1830_1830	+tere was skars wurth xx li . As for +gowr moder and myn , sche faryth wel , blissid be God , and sche had no tydyngys but gode +gett , blissid be God . The blissyd Trynyte` have +gou in his kepyng and send +gou helt and gode spede in al +gowr materys . Wretyn at Sustede on +te Satyrday nexst after Seynt Valentynys day . Here dare noman seyn a gode wurd for +gou in +tis cuntre` ,	Godde	amend it . +Gowrys , M. P. 	BODY	PRAYER	RELIGION	GOD	ADDRESSEE	PASTON_063	M4	1449.0	COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_	JOHN_PASTON_I	MALE	HUSBAND	1421	28	PASTON	1440	64.0	GOD
14560	37597	god	PASTON_071	PASTON_071.163_163	ayen +ter-inne and shall selle itt in hast , as it is told me . The seyd lystere dwellyth +ter-inne at +tis tym , but he shall owte , for he is hald rygth a pore man . I suppose if ye lyke to bye itt when ye com hom ye shall mou have itt of Toppis als gode chepe or bettere than ano+ter shuld . Als for tydyngys , we have none gode in +tis contre` ; I pray	God	send us gode . Itt was told me that Rychard Sowthwell hath enterid in +te manere of Hale , +te whiche is +te Lady Boysys , and kepyth itt wyth strength wyth seche anothere felashep as hath be att Brayston , and wastyth and dispoylyth all +tat +ter is . And +te Lady Boys , as it is told me , is to London to conpleyn to +te Kyng and to +te lordys there-of . Itt semyth it was	BODY	PRAYER	COMMUNICATION	GOD	WRITER AND ADDRESSEE	PASTON_071	M4		COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_?	JOHN_PASTON_I	MALE	HUSBAND	1421	30?	PASTON	0	71.0	GOD
14588	37625	god	PASTON_082	PASTON_082.395_395	maner of Felbryg to hyr joyntour , and odyr $large proforys , as ye schal here eraffter . As for +te good wyll of my cosyn Heuenyngham , he seyth $Wyndham he schall neuer have hytt , nott for to have hyr gode . Konyth he hys soull hevy ther-of , for he js a-ferde +tat and if +te large proforys may be $performyd +tat sche wyll have hym . My seyd cosyn preyith yow , att +te reuerens of	Gode	, +tat ye wyll do yowyr $part +ter-in to brec it and ye can . He schall be here a-yen on Mychaell-mas Evyn ; he was full sory +tat ye were outt att +tis tyme , for he hopyd +tat ye schoulde have do myche goode att +tis tyme . He hathe seyde as myche +ter a-geyns as he dar do to haue hyr gode modyrchep . My lady of Southefolce sent j letter to hyr yester-day by Stanle`	BODY	PRAYER	TRADE	ADDRESSEE	OH	PASTON_082	M4		COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_?	JOHN_PASTON_I	MALE	HUSBAND	1421	38?	PASTON	0	82.0	GOD
14598	37635	god	PASTON_083	PASTON_083.972_972	hym to desyir hym to labore to yow and to me for hym if ye had be at home , and he tolde me +tat he seyd to hym a-yen +tat he wold neuer labor for hym but he myth know +tat he wer trwe to hys mastyr , thow it lay in hys power to do ryth myche for hym . I suppose it schulde do none harme thow the seyd Perse wer remevyd ferther . I pray to	Gode	yeue grace +tat the trowthe may be knowe , and that the dede may haue part of hys owne goode . And the blyssyd Trinyte` haue yow in hys kepyng . Wretyn in hast at Heylysdon the Tuesday next aftyr Seynt Lwke . By yowyrs , M. P. 	BODY	PRAYER	SOCIAL	OH INDIRECT	WRITER	PASTON_083	M4	1460.0	COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_	JOHN_PASTON_I	MALE	HUSBAND	1421	39	PASTON	1460	84.0	GOD
14612	37649	god	PASTON_088	PASTON_088.820_820	, +tat he hyryd ij horse ij dayis be-for +tat ye redyn , +tat he myth a ryde forthe wyth yow ; and be-cause +tat ye <P_I,272> spak not to hym to ryde wyth yow he seyd +tat he wend ye wold $not haue had hym wyth yow . Thomas Fastolfys modyr was her on +te next day aftyr ye wer redyn , to haue spok wyth yow for hyr sone . Sche prayith yow , at the reuerens of	God	, +tat ye wole be hys good mastyr , and to help hym in hys ryth , +tat he may haue hys lyuelod owt of ther handys +tat haue had it in hys nownage . Sche seyth +tat they wold mak him a yer yonger than he is , but sche seyth +tat he is more than xxj and vpon +tat sche dare take an othe . And the blyssyd Trynyte` haue yow in hys kepyng and send yow	BODY	PRAYER	SOCIAL	ADDRESSEE	OH	PASTON_088	M4	1461.0	COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_	JOHN_PASTON_I	MALE	HUSBAND	1421	40	PASTON	1460	89.0	GOD
14616	37653	god	PASTON_090	PASTON_090.388_388	to her fro yow . God knowyth my modyr and I thowt ryth longe tyll we herd tydyngys fro yow . And the blyssyd Trinite` haue yow in hys kepyng . Wretyn in hast on Seynt $Edmundys Day the Kyng . By yowyr M. P. The pepyll was nevyr bettyr dysposyd to yow than they be at thys owyr . The byll +tat Howard hathe mad a-yens yow and odyr hathe set the pepyll in thys contre` a rore .	God	yeue grace it be no werse than it is yet . 	BODY	PRAYER	POLITICS	OH INDIRECT	ADDRESSEE	PASTON_090	M4		COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_?	JOHN_PASTON_I	MALE	HUSBAND	1421	40?	PASTON	0	91.0	GOD
14627	30426	god	HARLEY_006	HARLEY_006.36_36	 My deare S=r= - I thanke you for your letter , which I reseaued this weake by the carrier , and I thanke God for my father 's health . I trust in our good	God	, in his owne good time , he will giue a happy end to your biusness . I haue rwitten a letter to my father , which I send you heare inclosed . If you thinke it will not displeas him , and it may any thinge at all seet forward your biusnes , I pray you deleuer it to him . If you do deleuer it to my father , I pray you seale it first . Allas	BODY	CONFIDENCE	TRADE	0	0	HARLEY_006	E2	1629.0	AUTOGRAPH	FAMILY_NUCLEAR	BRILLIANA_HARLEY[N.CONWAY]	FEMALE	WIFE	1600?	29?	ROBERT_HARLEY	MALE	HUSBAND	1579	50	HARLEY	1620	6.0	GOD
14649	37686	god	PASTON_097	PASTON_097.1968_1968	be no wyrshep to you ; and she sayth she $will $be {TEXT:wylbe} there thys somer and repayre the housyng ther . In gode feyth I hyre moch langage of the demenyng be-twene you and herre . I wold ryght fayn , and soo wold many moo of youre frendys , that it were otherwyse by-twene you then it ys , and yf it were I hope ye shold haue the betere spyde in all othere maters . I pray	God	be youre gode spyde in all youre maters and yef you grace to haue a gode conclusyon of hem in haste , for thys ys to wyry a lyffe to a-byde for you and all youre . Wryten in haste at Haylysdon the x day of May . The cause that I send to you this hastely ys to haue an awnswere in haste from you . Yourys , M. P. 	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	PASTON_097	M4	1465.0	COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_	JOHN_PASTON_I	MALE	HUSBAND	1421	44	PASTON	1460	97.0	GOD
14692	21524	lord	BARRING_052	BARRING_052.58_58	Good Madame I account this distanc betweene us as noe small affliction , being therby hindered from performeing that service to your good ladiship which I am by so many bondes tyed unto ; I lyve in hope to see the day when I shall have opportunity to gather up these losses , which if it please the	lord	to graunt , I hope it $shall $be {TEXT:shalbe} my unfayned desyre and endeavour to redeeme the seasons of furthering you towards your journeye 's end in that holy way into which you are not onely entered , but in which you have made holy proceedings through the rich grace of our God and father in Jesus Christ . In the meane tyme , as I shall not cease my dayly prayers for you , so as I can	BODY	DIVINE APPROVAL	SOCIAL	0	0	BARRING_052	E2	1629.0	AUTOGRAPH	OTHER	JAMES_HARRISON	MALE	_	_	_	JOAN_BARRINGTON	FEMALE	_	1558?	71?	BARRING	1620	52.0	LORD
14745	38684	god	PASTON_118	PASTON.189_189	and +tat ye may vnderstond be the money that was take here whan she came vp ; and ye shuld fynd it , I knowe it wele , if thei myght haue you at avauntag . There-fore , for Goddes sake , make diligent serge be the advyse of your councell that there be no necglicens in you in this matere ner othere for diffaught of labour , and call vp-on your brothere and telle hym that I send hym	Goddes	blyssyng and myn , and desire hym that he wull now a while , whill he hath the lordes at his entent , that he seke the meanes to make an ende of his materes ; for his elmyses arn gretly coraged now of late - what is the cause I knowe not . Also I pray you speke to Playtere that +ter may be fownd a meane +tat the shereffe or the gaderere of the grene wax may	BODY	PRAYER	SOCIAL	GOD	OH	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14775	40214	god	PASTON_132	PASTON.1282_1282	speciall wryghtyng as myght be afftre the worlde +tat now is , and {ED:I}_NP-SBJ promyse yow +tat the Dukes <P_I,408> concell wolde +tat they had neuyre be-gon it . And more-ouyr they be chargyd in payne of there lyvys that , thow they gate the place , they scholde not hurt on of yow . There is nowther ye ner none wyth yow but , and he knewe what is generaly reportyd of hym , he ore ye - and	God	fortewne yow wele - may thynke hym iiij tymes bettere in reputacion of all folk than euyre he was . Be ware whom ye make a concell to thys mater . Also , I lete yow wete +tat I am in moche more comffort of yow +tan and they +tat be abowt yow haue cawse to be more ferde than ye haue ; and also beware of spendyng of yowre stuffe of qwarellys , powdre , and stone ,	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14852	44141	god	PASTON_156	PASTON.2755_2755	letyng hym know off myn entent . Opyn it and close it ageyn iff ye lyst . Item , wher I tolde yow +tat the gowne clothe off olde chamlott I wolde have it hoome for my suster Anne , ye for-gate it . I praye yow sende it home by the next massenger , and a letter wyth it off suche tydyngys as ye knowe . Item , blissed be God , I have Castre at my will .	God	holde it better than it {ED:was}_BED doone her-to-foore . No moore , but wretyn the next daye afftre Seynt Petre , A=o= E. iiij=ti= xvj=o= . J. Paston , K. Please it yow to wete +tat I was vppon Tywesdaye , the daye +tat I departyd froo yowe , wyth my brothere John at Atelborow by viij off the clokke at euyn , and founde hym in suche case as iff ye had seyn hym than ye wolde nowe	BODY	PRAYER	SOCIAL	GOD	WRITER	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14859	44498	god	PASTON_161	PASTON.86_86	, I recomaunde me to yow , letyng yow weete +tat as by Pyrse Moody when he was heer I hadde no leysere to sende answere in wryghtyng to yow and to my cosyne Gurnaye off yowre letteris ; butt for a conclusion , ye shalle fynde me to yowe as kynde as I maye be , my conciense and worshyp savyd , whyche when I speke wyth yowe and them ye bothe shall weell vndrestande . And I praye	God	sende yow as goode speede in +tat mater as I wolde ye hadde , and as I hope ye shall have er thys letter come to yow ; and I praye Gode sende yow yssywe betwyne yow +tat maye be as honorable as euer was any off yowre ancestris and theris , wheroff I wolde be as gladde in maner as off myn owne . Wherffor I praye yow sende me worde how ye doo , and iff Godde	BODY	PRAYER	X	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14860	44549	god	PASTON_161	PASTON.118_118	my cosyne Gurnaye off yowre letteris ; butt for a conclusion , ye shalle fynde me to yowe as kynde as I maye be , my conciense and worshyp savyd , whyche when I speke wyth yowe and them ye bothe shall weell vndrestande . And I praye God sende yow as goode speede in +tat mater as I wolde ye hadde , and as I hope ye shall have er thys letter come to yow ; and I praye	Gode	sende yow yssywe betwyne yow +tat maye be as honorable as euer was any off yowre ancestris and theris , wheroff I wolde be as gladde in maner as off myn owne . Wherffor I praye yow sende me worde how ye doo , and iff Godde fortune me to doo weell , and be off any powere , I woll be to Syr Thomas Brewse and my lady hys wyffe a verry sone in lawe for yowre sake	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14878	45467	god	PASTON_164	PASTON.1603_1603	wherffor , iff it plese yow that it be bystowyd for to make a towmbe for my fadre at Bromholme , iff ye lyke to sende it hyddre , iffe it be solde I vndretake or Mychelmesse +tat ther shalle be a tombe and somwhatt ellys ovyre my fadris grave , on whoys sowle God have mersye , +tat ther shalle noone be lyke it in Norffolk , and as ye shalle be gladde herafftre to see it . And	Gode	sende me leyser +tat I maye come home ; and iff I doo nott , yit the monye shalle be pitte to noon other vse butt kepyd by some +tat ye trust tylle +tat it maye be bystowyd acordyng as is above wretyn ; and ellys I gyve yow cawse neuyre to trust me whylle ye and I lyve . When I was last wyth yow ye grauntyd +tat the seyde clothe off golde sholde be bywaryd abowte thys	BODY	PRAYER	SOCIAL	OH INDIRECT	WRITER	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14914	21536	god	BARRING_053	BARRING_053.55_55	Good madam Havinge bene deprivd of you alonge tyme in Essex makes it now no small comfort unto us when we can but heare from your ladyshippe , especiallye of your good healthe , which we beseeche God longe to continue , desiringe you to respect it befor all wordlye things . I purpose (	God	willinge ) to come and waite on your ladyship between this and Christmas . I beseech you , good madam , <P_100> impute not my seldome writinge to be any neglect , but onely want of convenient messingers . Mr Bearde is gone from us to Ipswiche and we heare that Mr Hooker 's case will goe very hard with him , the byshoppe is so sett against him . We shall have a great losse of them .	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING_053	E2	1629.0	AUTOGRAPH	FAMILY_OTHER	RICHARD_EVERARD	MALE	SON_IN_LAW	_	_	JOAN_BARRINGTON	FEMALE	MOTHER_IN_LAW	1558?	71?	BARRING	1620	53.0	GOD
14920	21624	lord	BARRING_076	BARRING_076.150_150	glad to injoy you , in a speciall manner and measure my self , unto whom the lord hath made your good ladiship a cheif comfort and stay , for which his goodnes by you I stand bound and I hope shall ever be most willing , to my poore power , to performe all that service and duty that it shall please him to inable me unto upon every occasion , though without me I doubt not but the	lord	, as he is able , so he will ever be most ready to supply all your wantes and to keepe you safe even unto his heavenly kingdom , through him who hath purchased it for you and is your advocate at his right hand . In his mediation comfort and strengthen your heart , seeking pardon of an power against all sin and a sweete increase of all that heavenly wisdom , fayth , love and zeale with	BODY	CONFIDENCE	SOCIAL	0	0	BARRING_076	E2	1630.0	AUTOGRAPH	OTHER	JAMES_HARRISON	MALE	_	_	_	JOAN_BARRINGTON	FEMALE	_	1558?	72?	BARRING	1630	76.0	LORD
14948	49037	god	PASTON_179	PASTON.4135_4135	mastyr , my cosyn Dawbeney , Syr Jamys , Syr John Stylle , and to pray hym to be good mastyr to lytyll Jak and to lerne hym well ; and I pray yow +tat thys byll may recomand me to all youyr folkys and my well-wyllers . And I pray God send yow youyr hertys desyr . Wretyn at Bruggys the Fryday next aftyr Seynt Thomas . Your sone and humbyll seruaunt J. Paston +te yonger To begyn ,	God	yeld yow for my hatys . The Kyng hathe ben in thys contre` and worchepfully receyuyd in-to Norwyche , and had ryght good cher and gret gyftys in thys contre` , wherwythe he holdyth hym so well content that he wyll hastyly be her agayn , and the Qwen allso ; wyth whom , by my power auyse , ye shall com if so be that the terme be do by +tat tym +tat she com in-to +tis contre`	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
14978	21585	god	BARRING_066	BARRING_066.161_161	this Chrismas . First , touching my cosin Mewes , I could have tendred unto yow good maches 6 or 7 score myles offe , but I perceived your mynde and desire ( and please God ) was otherwise , so that I have byne vygolent to steere an other waye within the distance of 3 or 4 score myles from $London , and in truthe I hope before the ende of the aprocheing terme to accommodate it if please	God	to send likeing of boothe sides . But the first thing , the persone and his famely and condistione and his estate , which haveing one or two in hande I ame well informinge my selfe to present them to your and her father 's considerations ; and by the message which Tobey delivered unto mee that her grandfather was deade lately it is now conceived her portione $will $be poynte , it will in theise tymes expedite a	BODY	DIVINE APPROVAL	TRANSPORT	0	0	BARRING_066	E2	1629.0	AUTOGRAPH	FAMILY_OTHER	FRANCIS_HARRIS	MALE	NEPHEW	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	71?	BARRING	1620	66.0	GOD
14980	32666	god	HOLLES_136	HOLLES_136.103_103	sun your husbands cumfort : Hear we ar I thank god , all in health , your brother still in the Tower , yet in health allso , his sister his wyf is hear , whose convenience hath kepp me hear all this summer , and owt of the Cuntrie as I have signified to my sunn , who hath been carefull of your sister , and purposes to break a mote on to my Lord Brook , which if	god	succeed , my business is dun , I wryte now the less , being readie to take my coche to Cwydr , and what I leave owt , your mother will remember , god bless yow all . Amen . westminster this 3 of August 1629 . Your very loving father Clare . 	BODY	DIVINE APPROVAL	POLITICS	0	0	HOLLES_136	E2	1629.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_HOLLES_SR	MALE	FATHER	1565?	64?	ARABELLA_WENTWORTH[N.HOLLES]	FEMALE	DAUGHTER	1608?	21?	HOLLES	1620	136.0	GOD
14986	36281	god	OXINDE_021	OXINDE_021.233_233	yeare I shall , when all thinges are setled . I assure you that I spend none of your money idlely , still remembringe your love and kindnes , for if I should , I should shew myselfe unthankfull unto you for your soe great love , for nothing can seeme more odious unto you then to heare it . I hope as yet that you heare nothing of my Tutor but that I am a good husband , which	god	grant I may continue , to requite your kindnesses . I pray you to send me your lexicon by this Carryer , if you can spare it , for I stand in greate neede of it , and I pray you to send me your Aristotle's Ethicks , if you can spare it , for it is the next book I shall use and it were a folly for me to buy them before I here from you ,	BODY	DIVINE APPROVAL	SOCIAL	0	0	OXINDE_021	E2	1629.0	AUTOGRAPH	FAMILY_NUCLEAR	JAMES_OXINDEN_II	MALE	BROTHER	1612	17	HENRY_OXINDEN[BARHAM]	MALE	BROTHER	1608	21	OXINDE	1620	21.0	GOD
14998	21692	lord	BARRING_088	BARRING_088.169_169	sore cough but I thank God it begins to break away . I am very sory to here of the great loss we all sustaine by Mr Michill 's death . I beseech the lord that the sudin chaingis may meake us carfull to be well prepared , that so our comfort may not be to seek when we shold have most use of it . Thus with my humble duty , much desiring to be with you if the	lord	will give me leav , I comit you to the lord and rest Your dutyfull daughter Elizabeth Masham given at Harrow 	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING_088	E2	1630.0	AUTOGRAPH	FAMILY_NUCLEAR	ELIZABETH_MASHAM[N.BARRINGTON]	FEMALE	DAUGHTER	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	72?	BARRING	1630	88.0	LORD
15006	51995	god	PASTON_195	PASTON.1222_1222	me if it happyn yow to be seek , as ye wer when I was at Caleys : in eny wyse kepe yow warme . I weene Herry Woodhous nor Jamys Arblaster ware never at onys so many cotys , hose , and botewx as I doo , or ellys by God we had gone therfor . What we shall yet I can not sey , but I bere me bold on ij dayes amendyng . My modyr sendyth yow	Godys	blyssing and hyrs , and she wold fayne haue yow at hom wyth hyr ; and if ye be onys mette she tellyth me ye shall not lyghtly depart tyll dethe depart yow . As I was wryghtyng thys lettyr on told me that the Kyng shold be at $Walsyngham {TEXT:Walsygham} thys next {ED:weke} ; if it be so it wer best for yow to awayte on the Kyng all the wey , and if ye haue not men	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15007	21703	god	BARRING_091	BARRING_091.61_61	Deare Mother I am hartyly glad to here of God 's mercy to my sister . I shoulde have bin very hapy to have held hir back , but I am glad it is so well over . I thank God my coulde is prety well gon , yet I <P_141> have not stured into the ayre . I purpose ,	God	willing , to be with you the week after Ester that together we may make sum conclution of this busynis . If I sholde here that my lord of Bedford is like to goe shortly into the country before the terme , then I meane if God give me leave to be with you the later end of Ester week . Thus , not dareing to hold down my head longe to wright , desiring the continuanc of your	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING_091	E2	1630.0	AUTOGRAPH	FAMILY_NUCLEAR	ELIZABETH_MASHAM[N.BARRINGTON]	FEMALE	DAUGHTER	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	72?	BARRING	1630	91.0	GOD
15029	21718	god	BARRING_099	BARRING_099.113_113	have patience untill this night or to morrow morning , at one of which tymes I doubt not but I shall have opportunity to deliver your letter , and then I will not fayle to give yow account of his answear unto it . I heare since my comming hither that Sir Edward Horwood departed from hence upon Wednesday <P_148> night to Gravesend and I do beleave the fayre wind yeasterday carried them away . With the next shipps (	God	willing ) I purpose to goe , which I hope $will $be {TEXT:wilbe} ready at the beginning of the weeke at Gravesend , else I will seeke in some other place for shipping to transport mee over . In meane tyme and ever I shall desire to remayne Your obedient sonne John Barrington London , 7th May , Barrington at Harrow Hill 	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING_099	E2	1630.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_BARRINGTON	MALE	SON	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	72?	BARRING	1630	100.0	GOD
15057	21729	god	BARRING_100	BARRING_100.493_493	and your ladiship 's in speciall for your litle godsonne , I take my leave and rest alwayes at your ladiship 's command James Harison Hatfeild , May 12 , If Sir William Masham and my lady be not come away , we desyre with mistris Joane Masham , who is merry and well , to be remembered to them as we doe to both the new secretaryes for whose happinesse every way our poore desyres neyther are nor shall	God	willing be awantinge . Harrow in Midlesex geve these 	BODY	DIVINE APPROVAL	X	0	0	BARRING_100	E2	1630.0	AUTOGRAPH	OTHER	JAMES_HARRISON	MALE	_	_	_	JOAN_BARRINGTON	FEMALE	_	1558?	72?	BARRING	1630	101.0	GOD
15107	57146	god	PASTON_237	PASTON.3077_3077	and ryght trosty master , I comaund me vnto you , desyryng to here of youre wurshep and welfare , the whych God kepe to hys plesyng and to $youre owne hartes desyre , prayng you euermore of youre good mastershep and of youre good continwanse ; prayng you at the reuerense of God to hold me excused of $the lewde and on-connyng langage the whych I answered you wyth at youre being at Crowmer . For so helpe me	God	and holydom I seyd it nowt to you for $no bade trost +tat I haue in you , but only to late you to wetyn what temptaciones +tat I haue hadde by that same persone +tat I told you of and be oder many moo +tat <em> wil not </em> awow yt in +te same maner , savyng youre reuerence , as fals men don and my bodyly enmys . And , wurshefull and trosty master , and as	BODY	PRAYER	SOCIAL	WRITER	WRITER	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15114	21628	lord	BARRING_077	BARRING_077.93_93	woulde be pleased to joyne with me in this waitye busines for Jug . I receaved a letter senc from my lorde , but it was only to desire forbearanc of his answer of our letter till sumtime this week . Mr St Johns writ to me that my lord was lothe to diny to grant sum inheritanc , nether woulde he as yet promise it , but he woulde consider of it . I asure my selfe that the	lord	will dispose all for the best in his $dewe time . Hir unkle Altham sent to us that if we ware willing he woulde bring a lorde to hir , but I feare few lords have the maine , I mean the trew feare of God , which I prefer before all the honer in the world . When I here my lord 's answer I will with all convenient speed waite upon you . Thus with my humble	BODY	CONFIDENCE	MONEY	0	0	BARRING_077	E2	1630.0	AUTOGRAPH	FAMILY_NUCLEAR	ELIZABETH_MASHAM[N.BARRINGTON]	FEMALE	DAUGHTER	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	72?	BARRING	1630	77.0	LORD
15121	21751	god	BARRING_108	BARRING_108.348_348	he dares goe much abroad , but finds most ease in being <P_159> quiet within . Yet he feeds and sleeps well blessed be God , and I hope the worst is past and that it was onely a great could taken which will weare away . My Lady Lamplugh hath beene for some dayes reasonable well , but I finde that her minde is not so well setled as I wishe it were , and as I hope by	God	's blessing it will in tyme be . It was late and I was weary when I went to the Priory and the Berry yesternight , so as I had litle speech with them , and Sir William Meux hastens this morning towards Oates and so for London , upon the occasion I tould him for your ladiship . And therfore with my oune and my wyve 's duty and service with all thankfullnes for all your bounty to	BODY	DIVINE APPROVAL	DISEASE	0	0	BARRING_108	E2	1630.0	AUTOGRAPH	OTHER	JAMES_HARRISON	MALE	_	_	_	JOAN_BARRINGTON	FEMALE	_	1558?	72?	BARRING	1630	108.0	GOD
